loan_id,duration,payments,frequency,balance_mean,balance_count,balance_std,balance_min,negative_balance,type_0_mean,type_0_count,type_0_max,type_0_std,type_1_mean,type_1_max,type_1_min,type_2_mean,type_2_count,type_2_max,type_2_min,type_2_std,sanctions_mean,sanctions_count,sanctions_std,household_mean,household_count,pension_mean,pension_count,pension_std,payment_statement_mean,payment_statement_count,ins_payment_mean,ins_payment_std,credit_cash,credit_cash_mean,credit_cash_min,col_another_bank,col_another_bank_mean,interest,interest_mean,withd_cash_mean,withd_cash_max,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,rem_another_bank_min,credit_card_withd,credit_card_withd_mean,credit_card_withd_max,credit_card_withd_std,mean_trans_profit,credit_ratio,ratio_credit_cash,ratio_col_another_bank,ratio_withd_cash,ratio_rem_another_bank,ratio_credit_card_withd,ratio_interest,owner_count,owner_gender,card_type,has_card,region,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,ratio entrepeneurs,crime_delta,unemploymant_delta,acc_age_on_loan,trans_mth,withdrawal_mth,credit_mth,avg_mth_income,ratio_real_salary_to_expected,ratio_withd_credit_mth,owner_age_on_loan,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,real_income_to_payments_ratio,log_sanctions_std,log_ratio_max_value_in_acc_to_loan,status
6356,36,2650,2,41562.323404255316,47,23576.7433442569,200.0,0.0,11706.59090909091,22,13022.733787675892,23.6,-8873.04347826087,12312.456159509438,-30.0,-12899.0,2.0,6297.492993247392,-8446.0,-17352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19703.76923076923,200.0,0.0,0.0,0.0,0.0,-6720.058823529412,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10065.45256916996,0.46808510638297873,0.2765957446808511,0.0,0.723404255319149,0.0,0.0,0.0,1,1,-1.0,-1.0,1,65,30,4,1,6,0.514,9307,3.85,0.118,0.004434404283801874,0.5799999999999996,268,5.2611940298507465,-2437.1690460739783,1310.4392808683854,775.5833333333334,-12.977912413241594,-1.8598107380137032,22.84109589041096,0.9680796645702306,0.2926729559748428,-3.798283988366023,0.0,0.6770582777753181,1
5523,36,2608,0,37510.494736842105,19,14598.865783434978,600.0,0.0,7084.7,12,7697.681274844452,48.0,-7185.714285714285,6092.188597274538,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3000.0,600.0,5.0,15649.0,0.0,0.0,-4127.383333333333,213.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.0142857142855,0.631578947368421,0.10526315789473684,0.2631578947368421,0.631578947368421,0.0,0.0,0.0,1,0,-1.0,-1.0,6,38,36,5,1,5,0.505,8288,3.79,0.11,-0.0011790135586559245,0.7299999999999995,156,3.6538461538461537,-1381.8681318681317,1362.4423076923076,690.6666666666666,-0.14625620518477633,-1.0142580893635984,43.16438356164384,0.5578796012269939,0.26482617586912066,-0.03873247151621377,0.0,0.44332566668776036,1
6456,12,3918,0,60382.08571428571,42,23888.321559448163,200.0,0.0,13031.063636363637,22,14937.019272760052,32.8,-11706.526315789473,12749.683731887544,-100.0,-5486.0,1.0,0.0,-5486.0,-5486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,20371.35714285714,200.0,0.0,0.0,0.0,0.0,-7004.233333333334,288.8,4.0,-14581.0,0.0,-14581.0,0.0,0.0,0.0,0.0,-4161.4626794258365,0.5238095238095238,0.3333333333333333,0.0,0.5714285714285714,0.09523809523809523,0.0,0.0,1,0,-1.0,-1.0,2,48,20,7,3,10,0.735,8369,1.79,0.117,-0.0020938877995546053,0.52,239,5.2719665271966525,-2158.0576965426117,1635.6983643971091,697.4166666666666,-5.966967636887327,-1.3193494250011282,35.964383561643835,2.4013442232431514,0.1780032329419772,-1.062139530226094,0.0,1.2241707132654298,1
7104,60,4329,1,45198.15294117647,17,19487.239666321322,800.0,0.0,14443.35,10,15387.514924354167,75.3,-11030.57142857143,6761.568527522364,-1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,5.0,28570.4,0.0,0.0,-6401.85,261.1,1.0,-12414.0,0.0,-12414.0,0.0,0.0,0.0,0.0,3412.778571428571,0.5882352941176471,0.058823529411764705,0.29411764705882354,0.5882352941176471,0.058823529411764705,0.0,0.0,1,1,-1.0,-1.0,4,15,40,18,2,6,0.5720000000000001,9893,4.09,0.096,0.00115360413899182,0.6299999999999999,155,3.290322580645161,-2134.9493087557603,2795.4870967741936,824.4166666666666,4.139628308616482,-0.7637128109871621,14.756164383561643,0.3065892815892816,0.19044044044044042,0.7883526383526382,0.0,0.2674201401069852,1
6820,12,3179,1,37462.09310344827,29,13293.43180524371,900.0,0.0,8067.861111111111,18,11579.10396843936,9.9,-8946.26,6519.103834832924,-14.6,-8033.0,1.0,0.0,-8033.0,-8033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1350.0,900.0,6.0,23621.0,0.0,0.0,-4303.064705882353,197.3,4.0,-5887.0,4081.9449612490694,-9115.0,0.0,0.0,0.0,0.0,-8911.398888888889,0.6206896551724138,0.06896551724137931,0.20689655172413793,0.5862068965517241,0.13793103448275862,0.0,0.0,1,0,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,171,5.087719298245614,-2978.8175438596495,1415.414230019493,1045.0833333333333,-8.526974457114001,-2.1045553172223124,28.91780821917808,1.6337579951766803,0.32874593687742476,-2.803208206633812,0.0,0.9684117217943708,1
6876,12,7218,1,25714.04666666667,15,11715.975172745158,800.0,0.0,4879.433333333333,12,6561.633923779729,29.8,-7100.0,4517.742799230607,-2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9696.166666666666,800.0,0.0,0.0,0.0,0.0,-2324.866666666667,117.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2220.5666666666666,0.8,0.4,0.0,0.6,0.0,0.0,0.0,1,1,-1.0,-1.0,1,35,36,9,0,7,0.365,9622,0.45,0.154,0.0007139363010166982,0.13999999999999996,125,3.5999999999999996,-1703.9999999999998,1171.0639999999999,801.8333333333334,-2.769361879027229,-1.4550869978071224,32.25205479452055,0.5582467442504849,0.1110880206890182,-0.30764292971275514,0.0,0.44356130734188387,1
7097,24,3151,1,50009.90869565217,23,20688.41804888367,400.0,0.0,11677.0,15,19366.42021305361,50.5,-16650.0,10241.093691593687,-3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,28896.333333333332,400.0,0.0,0.0,0.0,0.0,-7730.764705882353,318.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4973.0,0.6521739130434783,0.2608695652173913,0.0,0.7391304347826086,0.0,0.0,0.0,1,1,-1.0,-1.0,6,0,0,0,1,1,1.0,9897,1.6,0.14,-6.450447661067678e-05,0.3599999999999999,196,3.5204081632653064,-2548.469387755102,1787.295918367347,824.75,-6.029705971506517,-1.4258799349147897,35.06849315068493,1.1868560245424733,0.2617423040304665,-1.5782291336083782,0.0,0.7824649071281655,-1
4959,24,3373,1,32590.624074074072,54,12061.705681876088,1100.0,0.0,10394.786363636364,22,11457.269613210872,13.5,-5276.4689655172415,5237.6468318390735,-14.6,-15942.333333333334,3.0,4629.452487425844,-13145.0,-21286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2400.0,1100.0,10.0,22259.6,0.0,0.0,-4411.494594594595,203.0,5.0,-7266.0,0.0,-7266.0,0.0,0.0,0.0,0.0,-10824.015935214211,0.4074074074074074,0.037037037037037035,0.18518518518518517,0.6851851851851852,0.09259259259259259,0.0,0.0,2,1,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,313,5.175718849840256,-2033.7510190591606,996.3054022654661,1045.0833333333333,-10.357084062082015,-2.041292774720162,48.95068493150685,0.8341931020851864,0.309837928649076,-3.2090174726398493,0.0,0.6066046584144414,1
6499,24,3373,1,33312.53888888889,54,12270.895742079607,1100.0,0.0,10395.177272727273,22,11456.902704563734,13.5,-5245.434482758621,5249.361030794664,-14.6,-15942.333333333334,3.0,4629.452487425844,-13145.0,-21286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2400.0,1100.0,10.0,22259.6,0.0,0.0,-4386.937837837837,202.5,5.0,-7266.0,0.0,-7266.0,0.0,0.0,0.0,0.0,-10792.590543364682,0.4074074074074074,0.037037037037037035,0.18518518518518517,0.6851851851851852,0.09259259259259259,0.0,0.0,2,1,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,313,5.175718849840256,-2030.7764679960337,996.3428695904734,1045.0833333333333,-10.327014314677951,-2.038230542896085,48.95068493150685,0.8341931020851864,0.309837928649076,-3.1997007243891735,0.0,0.6066046584144414,1
5479,12,2043,1,55582.22602739726,73,29534.218113303323,200.0,0.0,20344.677419354837,31,19408.834213706392,12.5,-12573.236363636363,17569.34004490881,-14.6,-15234.666666666666,9.0,5599.740641315452,-6836.0,-22893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,29948.285714285714,100.0,0.0,0.0,0.0,0.0,-10581.880769230771,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7463.225610948191,0.4246575342465753,0.2876712328767123,0.0,0.7123287671232876,0.0,0.0,0.0,1,1,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,317,6.908517350157729,-2631.66274734729,1925.3637936297953,1045.0833333333333,-7.141273210380217,-1.3668392207510787,35.28493150684932,5.109079784630445,0.511543481807799,-3.6530717625786546,0.0,1.8097761537608448,1
5170,60,4220,2,47302.546341463414,41,26552.73950459818,800.0,0.0,13560.890476190476,21,16298.788997987083,69.5,-9632.35294117647,13068.202597053929,-30.0,-13292.666666666666,3.0,9127.101967948716,-3343.0,-21277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,21774.23076923077,800.0,0.0,0.0,0.0,0.0,-7211.224999999999,376.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9364.12913165266,0.5121951219512195,0.3170731707317073,0.0,0.6829268292682927,0.0,0.0,0.0,1,0,-1.0,-1.0,2,59,41,8,3,10,0.619,8363,2.52,0.108,0.0016905015394354445,0.9700000000000002,255,4.823529411764706,-2697.0611303344867,1595.3988795518208,696.9166666666666,-13.436511966977392,-1.6905246486647558,43.88767123287671,0.41239296998420216,0.16514612954186414,-2.218987945889256,0.0,0.3452854077049934,1
6721,24,878,1,21575.686666666665,15,9070.837344626274,1100.0,0.0,3012.853846153846,13,3766.1760094768506,48.5,-4150.0,2192.0310216782973,-2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5530.571428571428,300.0,0.0,0.0,0.0,0.0,-980.8625,107.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1137.146153846154,0.8666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.0,0.0,0.0,1,0,-1.0,-1.0,5,99,15,4,2,7,0.614,8114,2.38,0.119,0.0024033917528557157,0.2400000000000002,135,3.3333333333333335,-922.2222222222222,669.5230769230769,676.1666666666666,-1.681754232949698,-1.377431568842217,29.471232876712328,1.588221336370539,0.7701214882308276,-1.2951550727177152,0.0,0.950970897081576,1
7259,36,3004,1,54652.89818181818,55,25585.472260311024,900.0,0.0,16822.82608695652,23,17851.048345741932,35.7,-11406.3625,16122.901043241607,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25688.066666666666,900.0,0.0,0.0,0.0,0.0,-9852.45882352941,311.4,6.0,-4736.0,0.0,-4736.0,0.0,0.0,0.0,0.0,5416.463586956521,0.41818181818181815,0.2727272727272727,0.0,0.6181818181818182,0.10909090909090909,0.0,0.0,2,0,-1.0,-1.0,6,41,29,7,2,6,0.621,8444,3.24,0.106,-0.0026637029144583957,0.22999999999999998,256,6.4453125,-1336.68310546875,1971.4249320652173,703.6666666666666,7.697484964883735,-0.6780289138721975,30.745205479452054,1.145356191744341,0.2342432312472259,1.8030837506513053,0.0,0.7633055953513516,1
5285,12,6578,1,25900.31960784314,51,7684.86970531107,900.0,0.0,3975.2083333333335,24,4054.839957375326,24.0,-2622.3703703703704,2105.6254606711946,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6293.933333333333,900.0,0.0,0.0,0.0,0.0,-2016.1851851851852,157.6,9.0,-1707.888888888889,617.6982362862234,-2359.0,0.0,0.0,0.0,0.0,1352.837962962963,0.47058823529411764,0.29411764705882354,0.0,0.5294117647058824,0.17647058823529413,0.0,0.0,1,0,-1.0,-1.0,7,34,12,3,1,4,0.5920000000000001,8930,3.52,0.108,0.0024165416171340595,0.6800000000000002,273,5.604395604395605,-288.1725681725682,436.83608058608064,744.1666666666666,1.8179233544855047,-0.6596812419568041,37.06575342465754,0.5138377926421405,0.11312962399918922,0.20566098555228993,0.0,0.41464801099426035,1
5189,48,3105,1,36845.58888888889,54,12658.246764300018,200.0,0.0,9496.58,20,10743.711547426978,31.1,-5108.0625,4526.963771615157,-14.6,-3720.0,2.0,1019.6479784710016,-2999.0,-4441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1200.0,200.0,9.0,20701.0,0.0,0.0,-3886.5894736842106,181.5,5.0,-4397.0,0.0,-4397.0,0.0,0.0,0.0,0.0,668.5174999999999,0.37037037037037035,0.037037037037037035,0.16666666666666666,0.7037037037037037,0.09259259259259259,0.0,0.0,1,0,-1.0,-1.0,1,35,36,9,0,7,0.365,9622,0.45,0.154,0.0007139363010166982,0.13999999999999996,292,5.5479452054794525,-906.9927226027398,975.6760273972603,801.8333333333334,0.8337362294741216,-0.929604394424098,25.15068493150685,0.4189586688137413,0.25823939881910896,0.21530354267310786,0.0,0.34992327077255203,1
