loan_id,payments,frequency,balance_mean,balance_std,balance_min,negative_balance,type_1_mean,type_1_max,type_1_min,type_1_std,type_2_count,type_2_max,pension_mean,pension_count,payment_statement_mean,ins_payment_std,credit_cash,credit_cash_min,col_another_bank,col_another_bank_mean,col_another_bank_std,interest,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,credit_card_withd,credit_card_withd_mean,credit_card_withd_std,ratio_credit_cash,ratio_withd_cash,ratio_credit_card_withd,ratio_interest,owner_count,owner_gender,card_type,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,unemploymant rate '95 ,crime_delta,trans_mth,withdrawal_mth,credit_mth,ratio_withd_credit_mth,owner_age_on_loan,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,real_income_to_payments_ratio,status
7121,609,1,34272.21333333333,10171.03184598745,1100.0,0.0,-4562.625,4615.53878538008,-14.6,-17200.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1100.0,0.0,0.0,0.0,0.0,5.0,-6262.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.6222222222222222,0.0,0.0,2,1,-1.0,70,18,0,9,0.33899999999999997,1.88,0.001496414971790986,4.545454545454545,-460.8712121212121,762.8018278018278,-0.6041821025118783,33.24657534246575,2.756449553001277,1.196360153256705,4.9082316834779895,1
6077,3317,1,64384.730769230766,23431.592399019006,800.0,0.0,-9391.504,9832.900967351057,-14.6,-31900.0,3.0,6850.56102325447,0.0,0.0,0.0,0.0,1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.9743589743589743,0.0,0.0,1,1,-1.0,26,7,2,7,0.53,2.79,0.0015055962729390376,3.7380191693290734,-2617.3646006389777,31.96398489689224,-81.88480282048488,23.586301369863012,1.3032069641242086,0.20736609385991359,-8.132151469473145,1
6228,7742,2,48183.41639344262,26661.073896658032,200.0,0.0,-8242.692307692309,7536.908946082503,-30.0,-25800.0,9.0,7466.752841764618,0.0,0.0,0.0,0.0,17,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786885245901639,0.7213114754098361,0.0,0.0,1,0,-1.0,35,12,3,4,0.535,4.01,0.0008751556767309569,7.120622568093386,-2521.4815923376236,1286.0234959592935,-1.9606808120226102,53.032876712328765,0.2711252475673814,0.09589468698871953,-1.367057309778829,-1
6356,2650,2,38937.91904761905,21990.692639722613,200.0,0.0,-5234.0,8284.863433108789,-30.0,-31400.0,2.0,6297.492993247392,0.0,0.0,0.0,0.0,11,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.7380952380952381,0.0,0.0,1,1,-1.0,30,4,1,6,0.514,3.85,0.004434404283801874,4.701492537313433,-2029.8134328358208,1050.6436567164178,-1.9319713395306715,22.84109589041096,0.944125786163522,0.2926729559748428,-3.3008490566037736,1
5523,2608,0,37510.494736842105,14598.865783434978,600.0,0.0,-7185.714285714285,6092.188597274538,-100.0,-15500.0,0.0,0.0,0.0,0.0,0.0,0.0,2,600.0,5.0,15649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.631578947368421,0.0,0.0,1,0,-1.0,36,5,1,5,0.505,3.79,-0.0011790135586559245,3.6538461538461537,-1381.8681318681317,1362.4423076923076,-1.0142580893635984,43.16438356164384,0.5578796012269939,0.26482617586912066,-0.03873247151621377,1
6456,3918,0,58060.82368421052,23138.387337828226,200.0,0.0,-9479.111111111111,8503.246403503359,-100.0,-29000.0,1.0,0.0,0.0,0.0,0.0,0.0,11,200.0,0.0,0.0,0.0,0.0,4.0,-14581.0,0.0,0.0,0.0,0.0,0.2894736842105263,0.6052631578947368,0.0,0.0,1,0,-1.0,20,7,3,10,0.735,1.79,-0.0020938877995546053,4.7698744769874475,-1878.465829846583,1094.2660207002862,-1.716644576649141,35.964383561643835,2.154275140377744,0.1780032329419772,-1.5945529554701798,1
7104,4329,1,43045.94375,17918.58431814927,800.0,0.0,-11030.57142857143,6761.568527522364,-1300.0,-21500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,4.0,25973.0,0.0,0.0,1.0,-12414.0,0.0,0.0,0.0,0.0,0.0625,0.625,0.0,0.0,1,1,-1.0,40,18,2,6,0.5720000000000001,4.09,0.00115360413899182,3.096774193548387,-2134.9493087557603,2268.2473118279568,-0.9412330382242257,14.756164383561643,0.2587953337953338,0.19044044044044042,0.15909132575799215,1
6820,3179,1,36769.99642857143,12994.419025545862,900.0,0.0,-8946.26,6519.103834832924,-14.6,-20600.0,1.0,0.0,0.0,0.0,0.0,0.0,2,900.0,5.0,21804.0,0.0,0.0,4.0,-5887.0,4081.9449612490694,0.0,0.0,0.0,0.07142857142857142,0.6071428571428571,0.0,0.0,1,0,-1.0,0,0,1,1,1.0,0.29,0.01114566294286997,4.912280701754386,-2978.8175438596495,1161.1506707946337,-2.5654013891419405,28.91780821917808,1.6337579951766803,0.32874593687742476,-3.2591070073830104,1
6876,7218,1,25714.04666666667,11715.975172745158,800.0,0.0,-7100.0,4517.742799230607,-2200.0,-11100.0,0.0,0.0,0.0,0.0,0.0,0.0,6,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,1,1,-1.0,36,9,0,7,0.365,0.45,0.0007139363010166982,3.5999999999999996,-1703.9999999999998,1171.0639999999999,-1.4550869978071224,32.25205479452055,0.5582467442504849,0.1110880206890182,-0.30764292971275514,1
7097,3151,1,45377.44,17782.183196535734,400.0,0.0,-16650.0,10241.093691593687,-3200.0,-31100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0,1,1,-1.0,0,0,1,1,1.0,1.6,-6.450447661067678e-05,3.061224489795918,-2548.469387755102,477.8571428571429,-5.333119795003203,35.06849315068493,1.017818417433619,0.2617423040304665,-4.293240241193272,-1
4959,3373,1,32590.624074074072,12061.70568187609,1100.0,0.0,-5276.4689655172415,5237.646831839074,-14.6,-22400.0,3.0,4629.452487425844,0.0,0.0,0.0,0.0,2,1100.0,10.0,22259.6,4266.123382077822,0.0,5.0,-7266.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.6851851851851852,0.0,0.0,2,1,-1.0,0,0,1,1,1.0,0.29,0.01114566294286997,5.175718849840256,-2033.7510190591606,996.3054022654661,-2.041292774720162,48.95068493150685,0.8341931020851864,0.309837928649076,-3.2090174726398493,1
6499,3373,1,33312.53888888889,12270.895742079607,1100.0,0.0,-5245.434482758621,5249.361030794664,-14.6,-22400.0,3.0,4629.452487425844,0.0,0.0,0.0,0.0,2,1100.0,10.0,22259.6,4266.123382077822,0.0,5.0,-7266.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.6851851851851852,0.0,0.0,2,1,-1.0,0,0,1,1,1.0,0.29,0.01114566294286997,5.175718849840256,-2030.7764679960337,996.3428695904734,-2.038230542896085,48.95068493150685,0.8341931020851864,0.309837928649076,-3.1997007243891735,1
5479,2043,1,50488.2403508772,29036.218989527664,200.0,0.0,-5779.171428571428,6293.278831146833,-14.6,-24200.0,9.0,5599.740641315453,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.8245614035087719,0.0,0.0,1,1,-1.0,0,0,1,1,1.0,0.29,0.01114566294286997,5.394321766561514,-1988.691302388463,760.4242902208201,-2.6152390553055134,35.28493150684932,4.359406102137379,0.511543481807799,-6.3527597137729295,1
5170,4220,2,42986.53142857143,25482.62634930122,800.0,0.0,-5843.333333333333,7840.218352158556,-30.0,-29100.0,3.0,9127.101967948716,0.0,0.0,0.0,0.0,9,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.7428571428571429,0.0,0.0,1,0,-1.0,41,8,3,10,0.619,2.52,0.0016905015394354445,4.117647058823529,-2251.294117647059,817.956401384083,-2.752339994940552,43.88767123287671,0.35789257503949445,0.16514612954186414,-2.887054641761918,1
6721,878,1,21575.686666666665,9070.837344626276,1100.0,0.0,-4150.0,2192.0310216782973,-2600.0,-5700.0,0.0,0.0,0.0,0.0,0.0,0.0,7,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,1,0,-1.0,15,4,2,7,0.614,2.38,0.0024033917528557157,3.3333333333333335,-922.2222222222222,669.5230769230769,-1.377431568842217,29.471232876712328,1.588221336370539,0.7701214882308276,-1.2951550727177152,1
7259,3004,1,49049.45227272727,22719.934518928818,900.0,0.0,-6910.4689655172415,7761.826452448614,-14.6,-26900.0,0.0,0.0,0.0,0.0,0.0,0.0,7,900.0,0.0,0.0,0.0,0.0,6.0,-4736.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.7045454545454546,0.0,0.0,2,0,-1.0,29,7,2,6,0.621,3.24,-0.0026637029144583957,5.15625,-809.8205818965517,588.8125000000001,-1.3753454315194593,30.745205479452054,0.9998095132416037,0.2342432312472259,-0.6278081332170132,1
5285,6578,1,25900.31960784314,7684.869705311069,900.0,0.0,-2622.3703703703704,2105.6254606711946,-14.6,-6300.0,0.0,0.0,0.0,0.0,0.0,0.0,16,24.0,0.0,0.0,0.0,0.0,9.0,-1707.888888888889,617.6982362862235,0.0,0.0,0.0,0.3137254901960784,0.5098039215686274,0.0,0.0,1,0,-1.0,12,3,1,4,0.5920000000000001,3.52,0.0024165416171340595,5.604395604395605,-288.1725681725682,436.83608058608064,-0.6596812419568041,37.06575342465754,0.5138377926421405,0.11312962399918922,0.20566098555228993,1
5189,3105,1,36845.58888888889,12658.246764300022,200.0,0.0,-5108.0625,4526.963771615158,-14.6,-15900.0,2.0,1019.6479784710016,0.0,0.0,0.0,0.0,2,200.0,9.0,20701.0,4107.528910427777,0.0,5.0,-4397.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.7037037037037037,0.0,0.0,1,0,-1.0,36,9,0,7,0.365,0.45,0.0007139363010166982,5.5479452054794525,-906.9927226027398,975.6760273972603,-0.929604394424098,25.15068493150685,0.4189586688137413,0.25823939881910896,0.21530354267310786,1
6650,4110,0,42623.78409090909,20977.051984445126,900.0,0.0,-5931.379310344828,6615.636279807068,-100.0,-24400.0,2.0,2254.2564184227135,0.0,0.0,0.0,0.0,8,900.0,0.0,0.0,0.0,0.0,10.0,-6131.0,5730.047120225104,0.0,0.0,0.0,0.18181818181818182,0.5909090909090909,0.0,0.0,1,0,-1.0,21,6,2,8,0.8,1.39,0.0006117305449295695,7.904191616766467,-2492.5831096427837,1319.8977429755873,-1.8884668323043614,48.40821917808219,1.8321776155717762,0.1822992700729927,-1.588308647473007,-1
7226,5493,1,42756.88666666667,18600.49113152917,300.0,0.0,-18540.0,8816.632010013802,-5700.0,-25100.0,0.0,0.0,0.0,0.0,0.0,0.0,6,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,2,0,-1.0,22,1,1,2,0.413,2.77,0.005155690732738636,2.7607361963190185,-3412.269938650307,1836.4159509202455,-1.8581138640951065,23.82191780821918,0.372425511256751,0.13043874021481885,-1.5587365738212269,1
6087,5011,1,40676.02881355932,27138.239028473632,800.0,0.0,-5637.25641025641,6661.456301653521,-14.6,-27800.0,1.0,0.0,0.0,0.0,0.0,0.0,10,800.0,0.0,0.0,0.0,0.0,15.0,-2638.6666666666665,2308.9614754772538,0.0,0.0,0.0,0.1694915254237288,0.576271186440678,0.0,0.0,1,1,-1.0,16,6,3,8,0.853,6.49,-0.0006010084453394527,5.822368421052632,-1749.498987854251,772.8739612188366,-2.263627804325635,44.16986301369863,0.44959489123927365,0.15494245992150601,-1.9749485006130914,1
7262,5073,1,33229.10769230769,14579.421766566598,500.0,0.0,-10333.333333333334,2052.640575778754,-8600.0,-12600.0,0.0,0.0,0.0,0.0,0.0,0.0,6,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.0,0.0,1,1,-1.0,30,4,2,5,0.6459999999999999,5.38,0.003202156021792048,2.7464788732394365,-2183.098591549296,1619.5964788732392,-1.3479274745448249,34.797260273972604,0.28607880500251875,0.1448682567842828,-0.5257723897759382,1
5519,7636,1,40976.94285714286,10641.422753595747,700.0,0.0,-4746.8093023255815,4192.908297170692,-14.6,-18300.0,0.0,0.0,0.0,0.0,0.0,0.0,15,300.0,0.0,0.0,0.0,0.0,8.0,-3532.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.6714285714285714,0.0,0.0,2,0,-1.0,41,8,3,10,0.619,2.52,0.0016905015394354445,5.7534246575342465,-390.1487097801848,721.9926940639269,-0.5403776423056714,31.213698630136985,0.7047516151562773,0.0912672428845818,0.5287369227499821,1
6577,2154,1,53968.10232558139,24079.557018184412,600.0,0.0,-6287.740909090909,8214.19952108792,-14.6,-30600.0,8.0,6931.695585960809,0.0,0.0,0.0,0.0,21,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-2940.0,934.3446901438463,0.2441860465116279,0.6976744186046512,0.05813953488372093,0.0,1,0,0.0,0,0,1,1,1.0,4.75,-0.0013431315033809862,6.515151515151516,-1550.2360537190084,717.7849821746881,-2.159749914274085,26.134246575342466,2.061892602909316,0.4129139585267719,-5.101371469073828,1
6509,2307,1,45184.706315789466,23907.263463458894,200.0,0.0,-6056.473684210527,7696.276634127602,-14.6,-27200.0,12.0,7055.704105490991,0.0,0.0,0.0,0.0,25,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.7368421052631579,0.0,0.0,1,0,-1.0,41,10,2,10,0.747,1.6,-0.0011111167484360652,7.87292817679558,-1579.0447804594362,644.8537753222836,-2.44868657188254,54.25753424657534,2.047224028319607,0.34763762462071957,-4.8862468409138735,1
6520,3800,1,31296.294285714288,14003.631633026334,700.0,0.0,-7842.55,7052.492299133218,-14.6,-22100.0,2.0,3782.314172566843,0.0,0.0,0.0,0.0,3,300.0,7.0,22799.0,0.0,0.0,3.0,-10279.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.6285714285714286,0.0,0.0,2,0,-1.0,4,3,2,4,0.899,7.34,-0.0017014888027023646,4.545454545454545,-3495.9805194805194,1238.7394957983195,-2.8222080036509176,38.58082191780822,0.7068552631578947,0.22907894736842105,-4.573883126934984,1
6699,319,1,46444.63950617284,12923.560345495729,600.0,0.0,-5389.026666666667,6560.273735779905,-14.6,-21700.0,0.0,0.0,0.0,0.0,0.0,0.0,14,400.0,0.0,0.0,0.0,0.0,8.0,-3708.0,0.0,0.0,0.0,0.0,0.1728395061728395,0.7283950617283951,0.0,0.0,2,0,-1.0,24,8,1,9,0.59,1.78,0.0007852574251155721,6.621253405994551,-440.5198910081744,633.1952770208902,-0.6957093759144398,31.59178082191781,9.544030825496343,2.366771159874608,7.388909787530479,1
6336,5900,2,45951.04666666666,24000.79461336727,300.0,0.0,-6625.588235294118,8343.463851269036,-30.0,-29800.0,3.0,4831.451438232614,0.0,0.0,0.0,0.0,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333332,0.8166666666666667,0.0,0.0,1,0,-1.0,23,4,2,4,0.598,7.08,0.001968503937007874,4.603580562659847,-1166.2855423499325,380.0529300567108,-3.068745035529397,27.45205479452055,0.4600805084745763,0.12662429378531073,-1.7368189345008453,1
7055,2785,1,58461.23846153846,23705.123113294867,1100.0,0.0,-6601.243243243243,8621.041562509865,-14.6,-29100.0,3.0,3000.502346830166,0.0,0.0,0.0,0.0,14,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2153846153846154,0.7846153846153846,0.0,0.0,2,0,-1.0,41,13,2,5,0.40700000000000003,1.29,0.0012835648783702158,5.82089552238806,-2317.394917305365,923.4777313432836,-2.50942154710596,24.232876712328768,0.7302315978456014,0.2556552962298025,-5.589015646885665,1
6103,2489,2,29069.116071428572,10432.344642413835,500.0,0.0,-4615.75,3929.4412226906566,-30.0,-13200.0,1.0,0.0,0.0,0.0,0.0,0.0,3,500.0,10.0,16429.6,3148.785275484994,0.0,6.0,-8754.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.6607142857142857,0.0,0.0,1,1,-1.0,26,7,2,7,0.53,2.79,0.0015055962729390376,5.233644859813085,-649.4158878504674,705.3039414872004,-0.9207603270741862,31.2,0.3563278425070309,0.27634927012186955,0.24025800478627699,1
6202,5432,1,46225.887341772155,16957.383693325406,900.0,0.0,-7775.446808510638,7854.417473787851,-14.6,-29400.0,4.0,9811.361407402475,0.0,0.0,0.0,0.0,1,900.0,13.0,32594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.8227848101265823,0.0,0.0,1,1,-1.0,26,4,1,5,0.41700000000000004,1.95,-0.00014621437686091024,5.290178571428571,-1383.4450987841944,1021.4337531887754,-1.3544149040163098,36.57534246575342,1.5051285591556212,0.13776386843397154,-0.9952201940767534,1
7066,5983,1,31413.135714285716,9589.770692743157,1000.0,0.0,-6100.0,3693.2370625238777,-2600.0,-11400.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,1,1,-1.0,4,3,2,4,0.899,7.34,-0.0017014888027023646,2.692307692307692,-1173.076923076923,243.71581196581192,-4.813298380662641,34.397260273972606,0.1829470536891563,0.1454955707838877,-0.80773487845191,-1
6696,1484,1,30045.399999999998,8832.079278613895,800.0,0.0,-3140.4511627906977,3263.2146204662677,-14.6,-11400.0,0.0,0.0,0.0,0.0,0.0,0.0,18,200.0,0.0,0.0,0.0,0.0,8.0,-7041.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.7011494252873564,0.0,0.0,2,0,-1.0,35,12,3,4,0.535,4.01,0.0008751556767309569,6.658163265306123,-240.3406502135738,285.85122912801484,-0.840789283805879,24.301369863013697,0.5228009883198562,0.500280772686433,0.4007220784919334,1
6072,5388,0,56292.74545454545,28599.68559555336,800.0,0.0,-16557.14285714286,11868.004204984249,-100.0,-30700.0,0.0,0.0,0.0,0.0,0.0,0.0,7,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.6818181818181818,0.0,0.0,1,1,-1.0,50,7,4,4,0.626,3.8,-0.0020519896339144354,3.3502538071065993,-2521.3923132704863,1020.9949238578681,-2.469544416286919,21.446575342465753,0.6215834570650829,0.13910541945063104,-1.8286209212712556,1
5130,2026,1,29380.839743589742,7695.862800862464,1100.0,0.0,-2762.7944444444447,3019.8540723442197,-14.6,-11700.0,5.0,8082.5689171203485,0.0,0.0,0.0,0.0,7,700.0,15.0,12964.266666666666,2138.2883163431266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08974358974358974,0.717948717948718,0.0,0.0,1,0,-1.0,21,10,1,8,0.569,1.12,0.00041519839030777913,5.142857142857143,-1228.3776556776559,369.33840213840216,-3.3258866355774885,38.5013698630137,1.9857642316551498,0.3466189536031589,-6.430780854892404,1
5568,4542,1,42134.834615384614,22452.704822653362,1100.0,0.0,-5844.218604651162,6500.509304561701,-14.6,-28800.0,5.0,8667.281736507704,0.0,0.0,0.0,0.0,19,1100.0,0.0,0.0,0.0,0.0,10.0,-5907.0,0.0,0.0,0.0,0.0,0.24358974358974358,0.6282051282051282,0.0,0.0,2,1,-1.0,29,4,3,5,0.467,0.56,0.005494982841753182,7.027027027027027,-1902.7944688874923,917.8726726726726,-2.073048392809117,54.74246575342466,0.38040951122853367,0.18574783502128284,-2.407008352704645,1
6678,6695,1,55735.645,25975.961652818405,1100.0,0.0,-9945.115384615385,9881.60461757876,-14.6,-30100.0,2.0,3510.078061810022,0.0,0.0,0.0,0.0,3,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.925,0.0,0.0,2,0,-1.0,0,0,1,1,1.0,0.29,0.01114566294286997,3.761755485893417,-2173.3650831926693,140.48354231974923,-15.470602800191042,18.295890410958904,1.506391585760518,0.1560990789146129,-3.2287239807740185,1
6998,8136,1,46021.46274509804,17306.7002313897,1100.0,0.0,-6606.384615384615,4134.418408888617,-14.6,-19400.0,2.0,333.0472939388639,0.0,0.0,0.0,0.0,1,1100.0,0.0,0.0,0.0,0.0,12.0,-6223.0,321.69550820612955,0.0,0.0,0.0,0.0196078431372549,0.7450980392156863,0.0,0.0,1,0,-1.0,16,7,1,7,0.67,1.51,0.000532187678403824,5.083056478405315,-2745.736008177869,26.872425249169435,-102.17671024176477,25.71780821917808,0.8301540478531629,0.09324811537200917,-3.352908630209515,1
6580,4085,1,47137.61707317073,23574.523190161264,900.0,0.0,-6051.0,6142.3094664644,-14.6,-21400.0,3.0,2602.7570638331445,0.0,0.0,0.0,0.0,8,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.8048780487804879,0.0,0.0,1,1,-1.0,11,4,3,9,0.855,1.79,0.003649092302588682,5.324675324675325,-1989.3939393939395,769.0857142857144,-2.5866998989073435,36.010958904109586,0.4970287637698898,0.1759281925744594,-2.3002137902896775,1
