loan_id,date,amount,duration,payments,status,frequency,acc_create_date,balance_mean,balance_count,balance_std,balance_min,balance_max,negative_balance,type_0_mean,type_0_count,type_0_max,type_0_std,type_1_mean,type_1_max,type_1_min,type_1_std,type_2_mean,type_2_count,type_2_max,type_2_min,type_2_std,sanctions_mean,sanctions_count,sanctions_std,household_mean,household_count,pension_mean,pension_std,pension_count,payment_statement_mean,payment_statement_count,ins_payment_mean,ins_payment_std,credit_cash,credit_cash_mean,credit_cash_min,col_another_bank,col_another_bank_mean,interest,interest_mean,interest_max,interest_std,interest_min,withd_cash_mean,withd_cash_max,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,rem_another_bank_min,credit_card_withd,credit_card_withd_mean,credit_card_withd_max,credit_card_withd_std,mean_trans_profit,credit_ratio,ratio_credit_cash,ratio_col_another_bank,ratio_withd_cash,ratio_rem_another_bank,ratio_credit_card_withd,ratio_interest,owner_count,owner_gender,owner_birthdate,card_type,has_card,region,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,ratio entrepeneurs,crime_delta,unemploymant_delta,acc_age_on_loan,trans_mth,withdrawal_mth,credit_mth,avg_mth_income,ratio_real_salary_to_expected,ratio_withd_credit_mth,owner_age_on_loan,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,real_income_to_payments_ratio,log_sanctions_std,log_ratio_max_value_in_acc_to_loan
6076,1997-02-02,117420,60,1957,,1,1996-07-04,40841.795348837215,43,15410.393720101678,500.0,68584.8,0.0,9440.564705882352,17,11107.361381305935,65.0,-5228.838461538461,5654.16517056776,-14.6,-16400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,15916.8,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4086.9724137931034,259.6,4.0,-4026.5,3733.7241908493097,-7260.0,0.0,0.0,0.0,0.0,4211.726244343891,0.3953488372093023,0.23255813953488372,0.0,0.6744186046511628,0.09302325581395349,0.0,0.0,1,1,1966-02-21,-1.0,-1.0,2,75685,31,28,5,1,9,0.608,8208,1.89,0.155,0.006117460527185043,0.3699999999999999,213,6.056338028169014,-736.4561213434453,1329.6570008285005,684.0,6.157494509274695,-0.5538692466437317,30.96986301369863,0.5840981093510476,0.34951456310679613,2.152134003241641,0.0,0.4600152291957935
5134,1997-02-02,53076,12,4423,,1,1996-03-06,33129.403076923074,65,14034.728710026884,500.0,65121.6,0.0,7826.846153846154,26,8618.155487770258,52.8,-4677.748717948718,3925.477015792026,-14.6,-14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13449.066666666668,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2846.822727272727,256.4,6.0,-9235.0,0.0,-9235.0,0.0,0.0,0.0,0.0,3149.0974358974363,0.4,0.23076923076923078,0.0,0.676923076923077,0.09230769230769231,0.0,0.0,1,1,1948-05-21,-1.0,-1.0,5,51428,50,11,3,1,4,0.527,8402,3.13,0.12,0.0019444660496227735,0.8500000000000001,333,5.855855855855856,-421.4188034188034,705.1212751212752,700.1666666666666,4.497639756102028,-0.5976543586013948,48.73698630136986,1.2269500339136332,0.15830130379079055,0.7119822373722442,0.0,0.8006329515231393
5419,1997-02-05,415800,60,6930,,1,1996-04-25,44265.27297297297,37,33832.07369901993,700.0,140706.0,0.0,13169.638888888889,18,16948.958598969293,25.0,-11767.0,12772.382477656844,-14.6,-47600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,23562.9,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8227.722222222223,332.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.6388888888887,0.4864864864864865,0.2702702702702703,0.0,0.7297297297297297,0.0,0.0,0.0,1,0,1949-09-05,-1.0,-1.0,0,1204953,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,286,3.8811188811188813,-1234.3006993006993,1381.4306526806527,1045.0833333333333,1.3421311431836906,-0.8934945065143522,47.45205479452055,0.3383982683982684,0.1508056758056758,0.2024009940676607,0.0,0.2914735769047242
6255,1997-02-08,247920,48,5165,,1,1996-05-13,23594.146666666667,15,7544.802965794843,200.0,31595.5,0.0,3509.0,10,5192.907738230843,25.5,-2220.0,1957.549488518745,-200.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5778.333333333333,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1186.6666666666667,131.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,0.6666666666666666,0.4,0.0,0.6,0.0,0.0,0.0,1,0,1957-04-16,-1.0,-1.0,4,106054,38,25,6,2,6,0.631,8110,5.77,0.109,-0.0015558111905255812,0.7800000000000002,271,1.6605166051660516,-245.75645756457564,388.450184501845,675.8333333333334,1.9072749691738593,-0.6326588771729837,39.843835616438355,0.12744232010325912,0.1308486608583414,0.2495643756050339,0.0,0.11995163374975966
5656,1997-02-09,146064,24,6086,,1,1996-08-27,44355.04090909091,22,16699.810596406947,200.0,90387.4,0.0,12579.108333333332,12,15054.738515736399,21.8,-10592.86,10180.890483668138,-14.6,-35100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21449.428571428572,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7479.378571428571,230.4,1.0,-414.0,0.0,-414.0,0.0,0.0,0.0,0.0,1986.2483333333312,0.5454545454545454,0.3181818181818182,0.0,0.6363636363636364,0.045454545454545456,0.0,0.0,1,0,1953-06-01,-1.0,-1.0,4,323870,0,0,0,1,1,1.0,10673,4.75,0.1,-0.0013431315033809862,0.6900000000000004,166,3.9759036144578315,-1914.3722891566267,2273.332831325301,889.4166666666666,2.2332034104750282,-0.8420994333859119,43.723287671232875,0.6188205170336291,0.14614141746083908,0.32636351188520063,0.0,0.4816978081631436
6934,1997-02-09,116832,12,9736,,1,1996-05-10,23391.68913043478,46,10577.341912266536,400.0,40761.2,0.0,5766.178260869566,23,6196.637031630839,28.6,-4864.478260869565,3944.8517920030363,-14.6,-12100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9402.857142857143,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3228.5518518518516,167.3,5.0,-4746.0,0.0,-4746.0,0.0,0.0,0.0,0.0,901.7000000000007,0.5,0.30434782608695654,0.0,0.5869565217391305,0.10869565217391304,0.0,0.0,2,0,1948-10-18,-1.0,-1.0,5,103347,87,16,7,1,7,0.67,9104,1.51,0.123,0.000532187678403824,0.5599999999999998,275,5.0181818181818185,-530.6703557312253,629.0376284584981,758.6666666666666,1.1885325131810203,-0.84362259382109,48.345205479452055,0.34888729115310874,0.07792385647767734,0.09261503697617099,0.0,0.299280023811563
6028,1997-02-09,317520,60,5292,,1,1996-04-12,56757.3095890411,73,14668.228535740514,1100.0,82886.2,0.0,12711.92380952381,21,13754.464583687171,59.2,-4389.838461538462,5453.866618304522,-14.6,-21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,24058.909090909092,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4275.63,337.5,22.0,-2497.4545454545455,2147.536168047838,-5869.0,0.0,0.0,0.0,0.0,8322.085347985349,0.2876712328767123,0.1506849315068493,0.0,0.547945205479452,0.3013698630136986,0.0,0.0,1,0,1968-02-16,-1.0,-1.0,1,77963,60,23,4,2,4,0.515,8546,2.95,0.126,0.0061567666713697525,1.0699999999999994,303,7.227722772277228,-434.6374714394517,1258.6063177746348,712.1666666666666,11.685586727805312,-0.34533234523082823,29.002739726027396,0.2610424540186445,0.13457420005039053,1.5725784860138603,0.0,0.23193872336185622
6490,1997-02-10,73260,60,1221,,1,1996-08-30,33927.08571428571,21,12947.80948756529,900.0,58294.8,0.0,8242.716666666667,12,9654.682079397666,5.9,-7874.955555555556,7506.862594837991,-14.6,-20600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14052.357142857143,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5263.7307692307695,176.6,1.0,-1900.0,0.0,-1900.0,0.0,0.0,0.0,0.0,367.76111111111095,0.5714285714285714,0.3333333333333333,0.0,0.6190476190476191,0.047619047619047616,0.0,0.0,1,0,1940-07-07,-1.0,-1.0,4,285387,0,2,8,5,7,0.899,10177,6.63,0.081,0.0008059231850084271,1.12,164,3.841463414634146,-1440.5406504065043,1507.814024390244,848.0833333333334,0.4336379417641084,-0.9553835069209249,56.635616438356166,0.7957248157248158,0.6945809445809447,0.30119665119665107,0.0,0.5854087374973276
6415,1997-02-12,475680,48,9910,,1,1996-10-12,40812.49166666667,12,20009.133167152275,700.0,70405.3,0.0,12925.675,8,14026.23444353473,64.3,-14225.0,10003.124511871278,-300.0,-23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,20599.8,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8070.514285714286,191.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1299.3250000000007,0.6666666666666666,0.4166666666666667,0.0,0.5833333333333334,0.0,0.0,0.0,2,0,1966-05-08,-1.0,-1.0,3,159617,29,19,8,1,9,0.852,9198,3.33,0.131,0.0021050389369553367,0.9500000000000002,123,2.9268292682926833,-3469.5121951219517,3152.6036585365855,766.5,-1.6951402478799749,-1.100522796681798,30.78904109589041,0.14800979650184998,0.07734611503531787,-0.13111251261352178,0.0,0.13802983139916108
7087,1997-02-20,44304,24,1846,,1,1996-04-12,42830.99523809524,63,9857.958953203319,300.0,58281.2,0.0,7941.1,21,8043.106333127766,59.7,-2864.690476190476,2857.741005248344,-14.6,-11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13776.666666666666,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2390.5102564102563,198.4,12.0,-2137.0,2073.264882432361,-4122.0,0.0,0.0,0.0,0.0,5076.409523809524,0.3333333333333333,0.19047619047619047,0.0,0.6190476190476191,0.19047619047619047,0.0,0.0,1,1,1966-06-20,-1.0,-1.0,3,85852,41,23,4,2,4,0.598,8965,7.08,0.104,0.001968503937007874,1.1500000000000004,314,6.019108280254777,-273.696542311192,758.703821656051,747.0833333333334,6.7949709186519005,-0.3607422745199627,30.693150684931506,1.3154839292163236,0.4047038642109065,2.7499509879791573,0.0,0.839618706390431
5420,1997-02-24,72504,24,3021,,1,1996-04-13,45374.64242424242,99,27825.784981805857,600.0,145620.3,0.0,14586.830769230768,26,16612.847618003827,28.3,-4914.723943661972,10974.979820371485,-14.6,-62200.0,-6604.0,2.0,2303.753893105772,-4975.0,-8233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,23610.625,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7132.397826086956,222.6,37.0,-880.418918918919,358.9310424625366,-1344.0,0.0,0.0,0.0,0.0,3068.106825568797,0.26262626262626265,0.16161616161616163,0.0,0.46464646464646464,0.37373737373737376,0.0,0.0,1,0,1950-06-26,-1.0,-1.0,7,122603,25,21,6,2,8,0.8,8991,1.39,0.128,0.0006117305449295695,0.6199999999999999,317,9.369085173501578,-1090.1000577598081,1380.4571705896626,749.25,4.094904004763159,-0.7896659751451555,46.6986301369863,2.008445051307514,0.24801390268123139,1.0155931233263147,0.0,1.101423351030007
5977,1997-02-25,59136,48,1232,,1,1996-06-08,23023.659090909092,44,6846.270074071337,6620.0,32572.8,0.0,2739.086956521739,23,2363.4031782588327,23.1,-1917.0666666666668,1743.886692802412,-14.6,-6200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4148.733333333334,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1361.7379310344827,132.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0202898550722,0.5227272727272727,0.3409090909090909,0.0,0.6590909090909091,0.0,0.0,0.0,1,0,1979-12-10,-1.0,-1.0,7,170449,0,0,0,1,1,1.0,10787,2.64,0.131,0.0012907086577216645,0.44999999999999973,262,5.0381679389312986,-219.51145038167942,313.63591105210753,898.9166666666666,0.9144566124280028,-0.6998925908876862,17.224657534246575,0.5508116883116883,0.7296401515151515,0.6672242612460001,0.0,0.43877846374244284
6824,1997-02-26,71976,24,2999,,0,1995-08-30,39870.41127819549,133,26402.523065490077,-8245.1,139580.2,1.0,11889.195,60,16024.460177485076,1.9,-8572.877464788733,10137.435573995697,-9.5,-48700.0,-9651.0,2.0,9646.350708946882,-2830.0,-16472.0,-24.76666666666667,3.0,13.24550238131168,-14521.8,40.0,0.0,0.0,0.0,11606.263157894737,57.0,0.0,0.0,27,26243.962962962964,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5879.354716981132,392.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6334.682464788733,0.45112781954887216,0.20300751879699247,0.0,0.7969924812030075,0.0,0.0,0.0,1,1,1965-07-14,-1.0,-1.0,2,161854,73,21,6,1,6,0.763,9425,1.72,0.125,-0.0011986110939488676,0.78,546,7.307692307692308,-1001.3119486147656,653.2524725274725,-424.7333333333333,17.763692822450324,-1.5328100401068983,31.643835616438356,1.9392603089918863,-0.14162498610647992,-2.515782749179304,2.6564412345313455,1.0781579541141213
5207,1997-02-28,35904,48,748,,1,1996-05-08,22981.05593220339,59,6022.073345711426,900.0,34278.5,0.0,2823.2374999999997,24,2730.4488402828893,47.8,-1431.297142857143,1733.7001805871937,-14.6,-7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4186.25,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1376.828,134.1,18.0,-827.6111111111111,783.4156840317457,-2122.0,0.0,0.0,0.0,0.0,1391.9403571428568,0.4067796610169492,0.2711864406779661,0.0,0.423728813559322,0.3050847457627119,0.0,0.0,1,1,1946-01-22,-1.0,-1.0,4,228848,15,40,18,2,6,0.5720000000000001,9893,4.09,0.096,0.00115360413899182,0.6299999999999999,296,5.97972972972973,-145.06389961389962,286.1389358108108,824.4166666666666,1.6883942470144833,-0.5069701514155799,51.136986301369866,0.9547264928698752,1.1021613190730837,1.8608828304048888,0.0,0.6702502823048907
7115,1997-03-04,88704,48,1848,,1,1995-05-04,18675.06030534351,131,5238.609386229243,800.0,32019.4,0.0,3398.8,55,3638.301061443885,25.9,-2282.931578947368,1842.8145709727482,-14.6,-7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,5611.636363636364,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1154.66,132.0,18.0,-4410.0,0.0,-4410.0,0.0,0.0,0.0,0.0,1115.8684210526321,0.4198473282442748,0.25190839694656486,0.0,0.6106870229007634,0.13740458015267176,0.0,0.0,2,0,1960-10-29,-1.0,-1.0,7,87419,21,11,4,3,9,0.855,8624,1.79,0.102,0.003649092302588682,0.8700000000000001,670,5.865671641791045,-102.2208169677926,152.18507462686568,718.6666666666666,1.5526926081437369,-0.6716875305835495,36.36986301369863,0.36096906565656567,0.3888888888888889,0.6038249031670088,0.0,0.30819699428285213
