loan_id,duration,payments,negative_balance,type_0_mean,type_1_min,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,credit_card_withd,credit_ratio,ratio_credit_cash,ratio_withd_cash,ratio_interest,owner_count,owner_gender,unemploymant_delta,withdrawal_mth,ratio_real_salary_to_expected,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,status
5170,60,4220,0.0,13560.890476190476,-30.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.3170731707317073,0.6829268292682927,0.0,1,0,0.9700000000000002,-2697.0611303344867,-13.436511966977392,0.41239296998420216,0.16514612954186414,1
6721,24,878,0.0,3012.853846153846,-2600.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.4666666666666667,0.5333333333333333,0.0,1,0,0.2400000000000002,-922.2222222222222,-1.681754232949698,1.588221336370539,0.7701214882308276,1
7259,36,3004,0.0,16822.82608695652,-14.6,6.0,-4736.0,0.0,0.0,0.41818181818181815,0.2727272727272727,0.6181818181818182,0.0,2,0,0.22999999999999998,-1336.68310546875,7.697484964883735,1.145356191744341,0.2342432312472259,1
5285,12,6578,0.0,3975.2083333333335,-14.6,9.0,-1707.888888888889,617.6982362862234,0.0,0.47058823529411764,0.29411764705882354,0.5294117647058824,0.0,1,0,0.6800000000000002,-288.1725681725682,1.8179233544855047,0.5138377926421405,0.11312962399918922,1
5189,48,3105,0.0,9496.58,-14.6,5.0,-4397.0,0.0,0.0,0.37037037037037035,0.037037037037037035,0.7037037037037037,0.0,1,0,0.13999999999999996,-906.9927226027398,0.8337362294741216,0.4189586688137413,0.25823939881910896,1
6650,12,4110,0.0,15663.035294117646,-100.0,10.0,-6131.0,5730.047120225104,0.0,0.3469387755102041,0.24489795918367346,0.5510204081632653,0.0,1,0,0.6199999999999999,-2832.5149700598804,-0.13964814487690472,2.5716342254663425,0.1822992700729927,-1
7226,36,5493,0.0,12363.145454545454,-5700.0,0.0,0.0,0.0,0.0,0.6875,0.4375,0.5625,0.0,2,0,0.48999999999999977,-3412.269938650307,-8.620871661485758,0.3763051965127334,0.13043874021481885,1
6087,60,5011,0.0,14927.625,-14.6,15.0,-2638.6666666666665,2308.9614754772533,0.0,0.36363636363636365,0.22727272727272727,0.5454545454545454,0.0,1,1,0.5800000000000001,-1944.7625160462132,-6.155588918237578,0.44959489123927365,0.15494245992150601,1
7262,36,5073,0.0,7666.089999999999,-8600.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.46153846153846156,0.5384615384615384,0.0,1,1,0.28000000000000025,-2183.098591549296,-3.629313981177006,0.28607880500251875,0.1448682567842828,1
5519,12,7636,0.0,8784.244444444445,-14.6,8.0,-3532.0,0.0,0.0,0.38571428571428573,0.21428571428571427,0.6714285714285714,0.0,2,0,0.9700000000000002,-390.1487097801848,5.793282518883936,0.7047516151562773,0.0912672428845818,1
6577,24,2154,0.0,16546.952272727274,-14.6,0.0,0.0,0.0,5.0,0.43137254901960786,0.30392156862745096,0.6470588235294118,0.0,1,0,0.6900000000000004,-1947.317196969697,-10.296225684181833,2.4052034973692353,0.4129139585267719,1
6509,24,2307,0.0,9204.863829787233,-14.6,0.0,0.0,0.0,0.0,0.47959183673469385,0.2755102040816326,0.7244897959183674,0.0,1,0,0.71,-1638.6357841053975,-13.177067288135364,2.047224028319607,0.34763762462071957,1
6520,24,3800,0.0,10908.277777777777,-14.6,3.0,-10279.0,0.0,0.0,0.5,0.08333333333333333,0.6111111111111112,0.0,2,0,2.0600000000000005,-3495.9805194805194,-18.39261599336269,0.8414133771929824,0.22907894736842105,1
6699,24,319,0.0,7746.088888888889,-14.6,8.0,-3708.0,0.0,0.0,0.4444444444444444,0.1728395061728395,0.7283950617283951,0.0,2,0,0.6599999999999999,-440.5198910081744,3.1219367181751294,9.544030825496343,2.366771159874608,1
6336,36,5900,0.0,13977.941935483872,-30.0,0.0,0.0,0.0,0.0,0.43661971830985913,0.2676056338028169,0.7323943661971831,0.0,1,0,1.1500000000000004,-1369.9695859542408,-5.189954268537287,0.6271902071563089,0.12662429378531073,1
7055,60,2785,0.0,17751.066666666666,-14.6,0.0,0.0,0.0,0.0,0.4177215189873418,0.27848101265822783,0.7215189873417721,0.0,2,0,0.5700000000000001,-2743.897952099965,-18.102706645762563,0.8593997606223819,0.2556552962298025,1
6103,60,2489,0.0,7546.752173913043,-30.0,6.0,-8754.0,0.0,0.0,0.4107142857142857,0.05357142857142857,0.6607142857142857,0.0,1,1,0.9699999999999998,-649.4158878504674,0.8693998166896681,0.3563278425070309,0.27634927012186955,1
6202,12,5432,0.0,17495.916666666668,-14.6,0.0,0.0,0.0,0.0,0.36585365853658536,0.012195121951219513,0.8048780487804879,0.0,1,1,0.26,-1428.2617187500002,-5.121770601336302,1.5710956676485028,0.13776386843397154,1
7066,36,5983,0.0,6116.29,-2600.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.8,0.0,1,1,2.0600000000000005,-1173.076923076923,0.018713383113153317,0.23565379686890633,0.1454955707838877,-1
6696,60,1484,0.0,3735.122727272727,-14.6,8.0,-7041.0,0.0,0.0,0.5057471264367817,0.20689655172413793,0.7011494252873564,0.0,2,0,1.5499999999999998,-240.3406502135738,0.8009943623060222,0.5228009883198562,0.500280772686433,1
6072,36,5388,0.0,14309.0,-100.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.41379310344827586,0.5862068965517241,0.0,1,1,0.9900000000000002,-3475.465313028765,-11.35853531984286,0.6215834570650829,0.13910541945063104,1
5130,12,2026,0.0,5601.632432432432,-14.6,0.0,0.0,0.0,0.0,0.47435897435897434,0.08974358974358974,0.717948717948718,0.0,1,0,0.41999999999999993,-1228.3776556776559,-18.552882893573532,1.9857642316551498,0.3466189536031589,1
5568,60,4542,0.0,13755.75294117647,-14.6,10.0,-5907.0,0.0,0.0,0.40476190476190477,0.27380952380952384,0.6071428571428571,0.0,2,1,-0.020000000000000018,-2099.6144144144146,-11.319597462058708,0.44727506238074266,0.18574783502128284,1
6678,12,6695,0.0,20306.622727272726,-14.6,0.0,0.0,0.0,0.0,0.4230769230769231,0.057692307692307696,0.75,0.0,2,0,0.14,-2350.06605463502,-4.4804206876768875,1.5250622354991288,0.1560990789146129,1
6998,12,8136,0.0,25763.21,-14.6,12.0,-6223.0,321.69550820612966,0.0,0.3076923076923077,0.015384615384615385,0.6461538461538462,0.0,1,0,0.5599999999999998,-3088.7193849957507,-6.88964125148159,1.228081981317601,0.09324811537200917,1
6580,48,4085,0.0,14476.62,-14.6,0.0,0.0,0.0,0.0,0.425531914893617,0.2765957446808511,0.723404255319149,0.0,1,1,0.8700000000000001,-2149.8322510822513,-2.890197124304267,0.4970287637698898,0.1759281925744594,1
6316,12,6409,0.0,15876.135714285712,-14.6,0.0,0.0,0.0,0.0,0.4117647058823529,0.2549019607843137,0.7450980392156863,0.0,1,0,0.41000000000000014,-1445.6338620142742,-9.221710310606037,1.6383575180735424,0.12681385551568108,-1
6512,48,1319,0.0,2763.92,-14.6,17.0,-1334.5294117647059,944.0997112095112,0.0,0.4268292682926829,0.2804878048780488,0.5121951219512195,0.0,1,0,0.6800000000000002,-108.26262305493808,1.7646595982940603,0.4969500252716705,0.5641900429618397,1
6407,24,1081,0.0,12249.336842105264,-14.6,0.0,0.0,0.0,0.0,0.5135135135135135,0.2972972972972973,0.7027027027027027,0.0,1,0,1.1600000000000006,-1047.0410256410257,3.8750788688564373,3.0895467160037002,0.7579401788467469,1
5002,12,8734,0.0,9470.5,-14.6,8.0,-2152.0,2576.168250938369,0.0,0.4,0.23333333333333334,0.5,0.0,2,1,0.6100000000000003,-767.2992831541218,6.644611528822055,0.5521076635371346,0.08121517441416687,1
6647,48,4340,0.0,12819.854545454546,-30.0,0.0,0.0,0.0,0.0,0.38823529411764707,0.03529411764705882,0.788235294117647,0.0,2,0,0.6800000000000002,-1009.1022964509394,-4.4239356612032985,0.39833861367127493,0.17146697388632873,1
7137,24,6315,0.0,19058.40769230769,-14.6,1.0,-10134.0,0.0,0.0,0.4642857142857143,0.03571428571428571,0.7142857142857143,0.0,1,1,0.6100000000000003,-4656.241096532334,-15.580758550659871,0.6460325943520717,0.1123251517550805,1
6903,24,2172,0.0,6244.838461538462,-0.1,0.0,0.0,0.0,0.0,0.5492957746478874,0.22535211267605634,0.7746478873239436,0.0,1,0,0.13999999999999996,-2249.5629571577847,14.418158970004649,1.1499424493554327,-0.4649740382647842,1
5918,36,8339,0.0,9277.392592592592,-14.6,0.0,0.0,0.0,0.0,0.38028169014084506,0.2112676056338028,0.7887323943661971,0.0,1,1,0.77,-405.6383616383616,5.99400982300065,0.19212502165194334,0.08714074429388016,1
6642,12,6470,0.0,18776.677272727273,-30.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.03333333333333333,0.8,0.0,1,1,0.64,-2104.2713622713627,-6.420840810865343,1.5132599175682637,0.11026532715095311,1
6210,48,1817,0.0,3691.82380952381,-14.6,0.0,0.0,0.0,0.0,0.6363636363636364,0.09090909090909091,0.7272727272727273,0.0,1,1,0.4700000000000002,-1234.619318181818,-5.585061130135757,0.4747982021647404,0.41483214089157955,-1
6279,24,3640,0.0,8544.575,-14.6,0.0,0.0,0.0,0.0,0.5333333333333333,0.2,0.8,0.0,1,1,1.1500000000000004,-1474.961897915169,-9.687697455918313,0.7918337912087913,0.205242673992674,1
7249,48,1445,0.0,6597.1322580645165,-14.6,0.0,0.0,0.0,0.0,0.3974358974358974,0.21794871794871795,0.782051282051282,0.0,1,1,0.52,-235.24255319148935,4.399800158000492,0.7549740484429066,0.482641291810842,1
6736,60,4806,0.0,8081.299999999999,-6000.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.0,1,1,0.14,-2971.96261682243,-2.410047045690137,0.2028568456096546,0.21745387709807185,1
6112,24,7281,1.0,11542.828947368422,-0.2,42.0,-3732.3333333333335,3163.0678891773277,0.0,0.3220338983050847,0.19491525423728814,0.4491525423728814,0.0,1,0,0.5799999999999996,-1697.3711708645337,41.66789264847807,0.5531486059607197,-0.047385201036330135,-1
5319,60,3991,0.0,13387.938888888888,-14.6,8.0,-5475.5,1357.1525864312907,0.0,0.391304347826087,0.021739130434782608,0.6086956521739131,0.0,1,0,0.6299999999999999,-1850.8613138686133,-4.265554769365545,0.3107358222667669,0.2065689467969598,1
6596,24,3816,0.0,18390.37142857143,-14.6,0.0,0.0,0.0,0.0,0.45161290322580644,0.03225806451612903,0.7419354838709677,0.0,1,0,1.8600000000000003,-3347.3033175355454,-7.102578157052596,0.9067020440251572,0.19009870719776378,1
5837,60,4076,0.0,12456.16111111111,-14.6,4.0,-12006.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.6428571428571429,0.0,1,0,0.5700000000000003,-1924.1441860465115,-5.6066856990598,0.29650188092901536,0.17903581943081454,1
5657,12,415,0.0,5352.515789473684,-14.6,10.0,-1573.9,904.7405337075007,0.0,0.41304347826086957,0.2391304347826087,0.5434782608695652,0.0,1,0,0.7299999999999995,-363.6244260789715,3.5028167265009373,8.25425702811245,1.6642570281124498,1
5533,24,4641,0.0,19164.74909090909,-14.6,28.0,-3812.5,3136.0093005814465,0.0,0.3618421052631579,0.2565789473684211,0.5592105263157895,0.0,1,1,0.13999999999999996,-1578.5780481137235,-7.073222447823936,1.269356460532931,0.17277167277167277,1
6232,36,7685,0.0,3712.366666666667,-14.6,0.0,0.0,0.0,0.0,0.5172413793103449,0.3448275862068966,0.6551724137931034,0.0,1,1,0.29000000000000004,-312.51455868971794,0.6038043124226433,0.11826935588809369,0.09512036434612882,-1
6888,12,3298,0.0,9203.384905660378,-14.6,23.0,-6874.04347826087,2796.8884574609447,0.0,0.4608695652173913,0.1826086956521739,0.6173913043478261,0.0,1,0,0.4200000000000004,-429.99462365591404,2.2279703891900007,2.6143925611481706,0.2342834040832828,1
6066,24,7242,0.0,26907.226923076923,-100.0,0.0,0.0,0.0,0.0,0.3466666666666667,0.013333333333333334,0.8133333333333334,0.0,2,0,1.5499999999999998,-1729.6456546064899,6.499608125626761,0.7733625609868361,0.1025154193132652,1
5549,60,841,0.0,8327.073684210525,-14.6,5.0,-7289.0,0.0,0.0,0.4418604651162791,0.2558139534883721,0.627906976744186,0.0,1,0,0.13999999999999996,-542.2091078066915,4.321677843538381,1.0299524375743163,0.9534284581847008,1
5060,60,4201,0.0,14985.173076923076,-14.6,10.0,-4191.5,3484.3029352288595,0.0,0.4262295081967213,0.3114754098360656,0.5245901639344263,0.0,1,0,1.0300000000000002,-2524.2999405469677,-6.4486384977706095,0.4215647068158375,0.16744029199396968,-1
6004,24,5996,0.0,14003.602127659575,-14.6,32.0,-1743.5,958.5969585974378,0.0,0.3381294964028777,0.22302158273381295,0.5467625899280576,0.0,1,1,0.6200000000000001,-1131.9971003705944,-8.123436382664254,0.9351456526573272,0.11378418945963976,1
5126,48,4336,1.0,11823.668965517241,-14.6,0.0,0.0,0.0,0.0,0.453125,0.265625,0.734375,0.0,1,1,0.3599999999999999,-1917.9555138684175,-19.693741603423987,0.46156211562115623,0.1902098708487085,-1
7220,36,3647,0.0,11868.186206896553,-30.0,10.0,-7312.0,0.0,0.0,0.3493975903614458,0.024096385542168676,0.6867469879518072,0.0,1,1,0.14,-778.558934517203,0.8024252942216814,0.5353593516741308,0.286559729458002,1
6668,36,2076,0.0,11194.334615384616,-14.6,8.0,-6184.0,0.0,0.0,0.3880597014925373,0.208955223880597,0.6716417910447762,0.0,1,1,0.6100000000000003,-472.783421969558,7.017375594549932,0.8307107685720403,0.33678548490687216,1
5395,36,8308,0.0,17668.68043478261,-14.6,24.0,-3110.0,2068.5533697437595,0.0,0.36507936507936506,0.2619047619047619,0.5476190476190477,0.0,1,0,0.7800000000000002,-1490.6429992044548,-4.661849747136292,0.6483372786604611,0.08134729577916867,-1
6836,60,3155,0.0,6502.74761904762,-14.6,18.0,-1964.0,671.9314565883496,0.0,0.4117647058823529,0.1568627450980392,0.6666666666666666,0.0,1,1,0.5700000000000003,-300.9242130750605,3.234017520677337,0.3224685684099313,0.23129952456418384,1
6064,12,1219,0.0,7799.868965517242,-2.0,33.0,-1616.4242424242425,2148.3256711667204,0.0,0.28431372549019607,0.1568627450980392,0.5196078431372549,0.0,1,0,0.5500000000000003,-197.02688227417858,7.108879923967517,3.567452830188679,0.5976893628657369,1
6919,36,3358,0.0,13123.877777777778,-30.0,12.0,-3225.0,0.0,0.0,0.375,0.21875,0.65625,0.0,1,0,0.14,-1211.6863479262672,-6.61127805559669,0.9634405400039706,0.31122195751439347,1
6841,48,3585,0.0,10713.956,-14.6,0.0,0.0,0.0,0.0,0.5952380952380952,0.2857142857142857,0.7142857142857143,0.0,1,0,-0.020000000000000018,-3701.2727272727275,-16.255761359146582,0.6923454207345421,0.23533240353324034,1
6038,48,6739,0.0,13879.189285714285,-14.6,5.0,-3008.0,0.0,0.0,0.49122807017543857,0.3333333333333333,0.5789473684210527,0.0,1,0,0.14,-2080.597879518072,-14.259546812170369,0.3707711950338824,0.15507988326655783,1
6729,12,6224,0.0,13496.94693877551,-14.6,12.0,-13711.0,0.0,0.0,0.4375,0.008928571428571428,0.7410714285714286,0.0,2,0,0.8700000000000001,-1251.764659650082,-10.017015910165833,1.4045415595544128,0.11546700942587831,1
7198,12,3814,0.0,4701.254545454545,-1000.0,0.0,0.0,0.0,0.0,0.8148148148148148,0.37037037037037035,0.6296296296296297,0.0,1,0,0.9900000000000002,-1072.992700729927,-6.802862514403542,1.7114031637825555,0.19651284740429995,1
6686,36,6239,0.0,20475.04411764706,-14.6,0.0,0.0,0.0,0.0,0.3655913978494624,0.010752688172043012,0.8064516129032258,0.0,2,1,0.6800000000000002,-1129.984174694926,1.2447720879169155,0.4860928567612331,0.11927659347117593,1
5836,24,3318,0.0,24446.25,-9516.0,1.0,-9516.0,0.0,0.0,0.625,0.0625,0.5625,0.0,1,0,0.6100000000000003,-5486.382978723404,-1.8887453007518795,1.4990644464536869,0.21378340365682139,1
7061,24,5079,0.0,16312.041025641025,-14.6,0.0,0.0,0.0,0.0,0.41935483870967744,0.25806451612903225,0.7419354838709677,0.0,1,1,0.5500000000000003,-1495.854778790949,-10.871517406984808,1.094825917175297,0.14345015422983529,1
5595,12,6908,0.0,20655.870588235295,-14.6,33.0,-3292.0,4612.997148004754,2.0,0.2698412698412698,0.031746031746031744,0.5714285714285714,0.0,2,1,0.3699999999999999,-1044.3750437434385,5.667024686292474,1.2989878884385253,0.09901563404748118,1
5723,12,1969,0.0,11783.88163265306,-14.6,12.0,-9503.0,0.0,0.0,0.44545454545454544,0.2818181818181818,0.6090909090909091,0.0,1,1,1.1500000000000004,-1009.3469463638334,-8.860962885953159,5.934852717115287,0.37942271880819367,1
6120,48,4358,0.0,19731.792307692307,-14.6,0.0,0.0,0.0,0.0,0.38235294117647056,0.014705882352941176,0.7941176470588235,0.0,1,1,0.14,-1827.8825548526045,-3.9151043686021594,0.5286436821171792,0.23980801590943857,1
6895,12,3492,0.0,7938.838095238095,-14.6,30.0,-3694.5,975.9028975862514,0.0,0.4405594405594406,0.18181818181818182,0.6083916083916084,0.0,1,1,1.12,-1051.012045037968,-15.548594686086346,3.0814003436426116,0.242864642993509,1
5882,12,7318,0.0,4840.648780487805,-14.6,11.0,-5005.0,0.0,0.0,0.4880952380952381,0.32142857142857145,0.5476190476190477,0.0,2,1,0.14,-267.93189368770766,0.5640341924658423,0.49469572743008106,0.14280996629315842,1
5754,12,1921,0.0,6742.349999999999,-14.6,61.0,-1710.8524590163934,1429.804471901264,0.0,0.2807017543859649,0.1695906432748538,0.47368421052631576,0.0,2,0,0.3599999999999999,-116.65454401707711,5.26602592064114,2.356489675516224,0.4293336803748048,1
6594,24,7904,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1.0300000000000002,0.0,6.397346285985074,0.11861082995951416,0.08899502361673414,-1
6738,36,6395,1.0,7839.626315789474,-6.8,19.0,-4943.9473684210525,4277.81673901905,0.0,0.4634146341463415,0.21951219512195122,0.5487804878048781,0.0,1,0,0.6900000000000004,-1521.5892857142858,59.65310897833316,0.5681565459126053,-0.027237884989805144,-1
6624,12,5955,0.0,13133.975,-14.6,4.0,-7268.0,0.0,0.0,0.46511627906976744,0.27906976744186046,0.627906976744186,0.0,2,1,0.5500000000000003,-1289.792526491913,-1.210253397523212,1.1551777218024069,0.1223481668066051,1
6216,24,5885,0.0,18498.09259259259,-14.6,34.0,-2432.8823529411766,988.1777770589074,0.0,0.2647058823529412,0.0196078431372549,0.5196078431372549,0.0,1,1,0.6200000000000001,-1437.838144329897,-0.14356527285805468,0.7631273010478619,0.1159303313508921,1
6229,24,489,0.0,11518.78888888889,-14.6,38.0,-3034.2631578947367,1544.8146164334787,0.0,0.2706766917293233,0.14285714285714285,0.5714285714285714,0.0,1,1,0.14,-227.0921977507029,7.197479826307171,6.035003408316292,2.1371847307430127,1
5887,36,5354,0.0,9241.760606060607,-14.6,0.0,0.0,0.0,0.0,0.4342105263157895,0.25,0.75,0.0,2,0,1.0300000000000002,-886.188130517024,-7.354910058547068,0.6304118416137467,0.13138152160378533,1
6808,36,6330,0.0,8119.228888888889,-14.6,0.0,0.0,0.0,0.0,0.5421686746987951,0.25301204819277107,0.7469879518072289,0.0,2,0,0.71,-1168.945462478185,-8.435590191188695,0.6723437774267159,0.12669826224328595,1
6297,12,1459,0.0,6398.487096774194,-14.6,0.0,0.0,0.0,0.0,0.4305555555555556,0.2361111111111111,0.7638888888888888,0.0,1,1,0.47999999999999954,-244.43252032520326,3.7450298723730566,3.1089958875942427,0.5,1
5161,24,4091,0.0,9059.654545454545,-1400.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.07142857142857142,0.6428571428571429,0.0,1,0,-0.020000000000000462,-2765.765765765766,-1.6760853807622835,0.7023150411472339,0.17116841847958933,1
5390,24,7094,0.0,11986.912903225806,-14.6,10.0,-5922.0,0.0,0.0,0.4025974025974026,0.23376623376623376,0.6363636363636364,0.0,1,0,0.41999999999999993,-477.908676242236,6.906576487018034,0.46911591955643267,0.09899210600507471,1
6150,12,6918,0.0,20124.31791044776,-14.6,36.0,-3450.0,2917.810549024731,0.0,0.34183673469387754,0.23469387755102042,0.5816326530612245,0.0,1,1,0.77,-911.4357067510548,1.2707417727874366,1.6434976390093476,0.10503999229064276,1
6223,48,1272,0.0,8584.58695652174,-14.6,12.0,-3106.5,1178.67980847603,0.0,0.359375,0.1875,0.625,0.0,1,0,0.77,-345.6530540521544,6.311743070621771,0.9141771488469602,0.5712788259958071,1
5032,48,2577,0.0,12984.854545454546,-14.6,12.0,-2963.5,324.30667304546506,0.0,0.36065573770491804,0.19672131147540983,0.6065573770491803,0.0,1,1,0.29000000000000004,-2019.121031746032,-13.172778399590987,0.7261528262837925,0.283663174233605,1
6253,24,2490,0.0,11115.263636363636,-14.6,5.0,-7847.0,0.0,0.0,0.4074074074074074,0.2222222222222222,0.6851851851851852,0.0,2,1,0.6900000000000004,-611.1856971153846,5.350622002844901,1.1653798527443107,0.3571954484605087,1
6460,36,1352,0.0,2590.1029411764707,-14.6,36.0,-724.5,1147.1039932929234,0.0,0.35051546391752575,0.21649484536082475,0.41237113402061853,0.0,2,0,0.5500000000000003,-74.53057946069995,2.139901533071195,0.6879602235371467,0.5388929980276135,1
6645,36,3900,0.0,11883.85,-14.6,0.0,0.0,0.0,0.0,0.4888888888888889,0.2,0.8,0.0,1,1,0.6900000000000004,-775.8640195208518,1.9629646527808906,0.8190897435897436,0.22805555555555554,1
5176,24,8023,0.0,6090.784615384615,-30.0,0.0,0.0,0.0,0.0,0.5098039215686274,0.23529411764705882,0.7647058823529411,0.0,1,0,0.9900000000000002,-999.790019762846,-12.036226523183046,0.25740059827994516,0.0887760189455316,-1
